ASSESSID,TSYEAR,PT_AVAIL,SSB,R,TOTAL,F,CPUE,CATCH_LANDINGS
ASMFC-LOBSTERGOM-1981-2007-STANTON,1996,4,5659,60800,,0.56,,22122
ASMFC-LOBSTERGOM-1981-2007-STANTON,1997,4,6191,51690,,0.62,,26624
ASMFC-LOBSTERGOM-1981-2007-STANTON,1998,4,6872,64160,,0.58,,25769
ASMFC-LOBSTERGOM-1981-2007-STANTON,1999,4,6970,67550,,0.66,,29905
ASMFC-LOBSTERGOM-1981-2007-STANTON,2000,4,7205,65320,,0.53,,31797
ASMFC-LOBSTERGOM-1981-2007-STANTON,2001,4,6913,68660,,0.56,,26497
ASMFC-LOBSTERGOM-1981-2007-STANTON,2002,4,7691,72170,,0.45,,33800
ASMFC-LOBSTERGOM-1981-2007-STANTON,2003,4,8493,26110,,0.89,,29129
ASMFC-LOBSTERGOM-1981-2007-STANTON,2004,4,9333,92440,,0.65,,37021
ASMFC-LOBSTERGOM-1981-2007-STANTON,2005,4,9576,43390,,1.16,,35058
ASMFC-LOBSTERGOM-1981-2007-STANTON,2006,4,9440,57320,,1.25,,37297
ASMFC-LOBSTERGOM-1981-2007-STANTON,2007,4,8710,22610,,,,32700
ASMFC-LOBSTERSNE-1981-2007-STANTON,1981,4,,,,,,1842
ASMFC-LOBSTERSNE-1981-2007-STANTON,1982,4,2359,,,,,2680
ASMFC-LOBSTERSNE-1981-2007-STANTON,1983,4,2516,,,,,3788
ASMFC-LOBSTERSNE-1981-2007-STANTON,1984,4,3097,7450,,0.91,,4254
ASMFC-LOBSTERSNE-1981-2007-STANTON,1985,4,4001,7600,,0.9,,3961
ASMFC-LOBSTERSNE-1981-2007-STANTON,1986,4,4212,9690,,0.81,,4383
ASMFC-LOBSTERSNE-1981-2007-STANTON,1987,4,4750,7120,,0.95,,4457
ASMFC-LOBSTERSNE-1981-2007-STANTON,1988,4,5290,9860,,1.06,,4752
ASMFC-LOBSTERSNE-1981-2007-STANTON,1989,4,5988,14810,,0.89,,5940
ASMFC-LOBSTERSNE-1981-2007-STANTON,1990,4,6294,12370,,1.07,,7620
ASMFC-LOBSTERSNE-1981-2007-STANTON,1991,4,5654,10330,,0.96,,7086
ASMFC-LOBSTERSNE-1981-2007-STANTON,1992,4,5895,11980,,0.98,,6233
ASMFC-LOBSTERSNE-1981-2007-STANTON,1993,4,6310,13420,,0.91,,6008
ASMFC-LOBSTERSNE-1981-2007-STANTON,1994,4,7388,12470,,1.41,,6774
ASMFC-LOBSTERSNE-1981-2007-STANTON,1995,4,8075,18900,,1.24,,8004
ASMFC-LOBSTERSNE-1981-2007-STANTON,1996,4,8477,20760,,1.15,,9388
ASMFC-LOBSTERSNE-1981-2007-STANTON,1997,4,8307,17310,,1.29,,9935
ASMFC-LOBSTERSNE-1981-2007-STANTON,1998,4,8159,15900,,1.49,,9376
ASMFC-LOBSTERSNE-1981-2007-STANTON,1999,4,7725,11510,,1.4,,9013
ASMFC-LOBSTERSNE-1981-2007-STANTON,2000,4,6622,9070,,1.18,,6073
ASMFC-LOBSTERSNE-1981-2007-STANTON,2001,4,5271,6380,,1.34,,4465
ASMFC-LOBSTERSNE-1981-2007-STANTON,2002,4,4054,5030,,1.06,,3652
ASMFC-LOBSTERSNE-1981-2007-STANTON,2003,4,3118,4320,,0.92,,2554
ASMFC-LOBSTERSNE-1981-2007-STANTON,2004,4,3615,4350,,1.01,,2484
ASMFC-LOBSTERSNE-1981-2007-STANTON,2005,4,4019,4000,,1.4,,2601
ASMFC-LOBSTERSNE-1981-2007-STANTON,2006,4,3629,4420,,1.04,,2989
ASMFC-LOBSTERSNE-1981-2007-STANTON,2007,4,3735,4440,,,,2435
ASMFC-PANDALGOM-1960-2009-IDOINE,1960,3,,,,,,40.9
ASMFC-PANDALGOM-1960-2009-IDOINE,1961,3,,,,,,30.9
ASMFC-PANDALGOM-1960-2009-IDOINE,1962,3,,,,,,176
ASMFC-PANDALGOM-1960-2009-IDOINE,1963,3,,,,,,254.4
ASMFC-PANDALGOM-1960-2009-IDOINE,1964,3,,,,,,422.5
ASMFC-PANDALGOM-1960-2009-IDOINE,1965,3,,,,,,955
ASMFC-PANDALGOM-1960-2009-IDOINE,1966,3,,,,,,1766.4
ASMFC-PANDALGOM-1960-2009-IDOINE,1967,3,,,,,,3171.1
ASMFC-PANDALGOM-1960-2009-IDOINE,1968,3,,,,,,6610
ASMFC-PANDALGOM-1960-2009-IDOINE,1969,3,,,,,,12823.9
ASMFC-PANDALGOM-1960-2009-IDOINE,1970,3,,,,,,10669.3
ASMFC-PANDALGOM-1960-2009-IDOINE,1971,3,,,,,,11129.3
ASMFC-PANDALGOM-1960-2009-IDOINE,1972,3,,,,,,11094.9
ASMFC-PANDALGOM-1960-2009-IDOINE,1973,3,,,,,,9404.8
ASMFC-PANDALGOM-1960-2009-IDOINE,1974,3,,,,,,7944.7
ASMFC-PANDALGOM-1960-2009-IDOINE,1975,3,,,,,,5286.7
ASMFC-PANDALGOM-1960-2009-IDOINE,1976,3,,,,,,1022.3
ASMFC-PANDALGOM-1960-2009-IDOINE,1977,3,,,,,,387.2
ASMFC-PANDALGOM-1960-2009-IDOINE,1978,3,,,,,,0
ASMFC-PANDALGOM-1960-2009-IDOINE,1979,3,,,,,,486.5
ASMFC-PANDALGOM-1960-2009-IDOINE,1980,3,,,,,,339.1
ASMFC-PANDALGOM-1960-2009-IDOINE,1981,3,,,,,,1071.2
ASMFC-PANDALGOM-1960-2009-IDOINE,1982,3,,,,,,1530.2
ASMFC-PANDALGOM-1960-2009-IDOINE,1983,3,,,,,,1397.1
ASMFC-PANDALGOM-1960-2009-IDOINE,1984,3,,,,,,2950.7
ASMFC-PANDALGOM-1960-2009-IDOINE,1985,3,,,12300,0.27,,4130.9
ASMFC-PANDALGOM-1960-2009-IDOINE,1986,3,,,15800,0.25,,4635
ASMFC-PANDALGOM-1960-2009-IDOINE,1987,3,,,16500,0.31,,5253.2
ASMFC-PANDALGOM-1960-2009-IDOINE,1988,3,,,14700,0.18,,3031.3
ASMFC-PANDALGOM-1960-2009-IDOINE,1989,3,,,12400,0.2,,3315.4
ASMFC-PANDALGOM-1960-2009-IDOINE,1990,3,,,15100,0.29,,4661.6
ASMFC-PANDALGOM-1960-2009-IDOINE,1991,3,,,16200,0.24,,3571.4
ASMFC-PANDALGOM-1960-2009-IDOINE,1992,3,,,14400,0.22,,3443.6
ASMFC-PANDALGOM-1960-2009-IDOINE,1993,3,,,12100,0.18,,2142.9
ASMFC-PANDALGOM-1960-2009-IDOINE,1994,3,,,9900,0.23,,2914.8
ASMFC-PANDALGOM-1960-2009-IDOINE,1995,3,,,12300,0.51,,6466.4
ASMFC-PANDALGOM-1960-2009-IDOINE,1996,3,,,14000,0.71,,9166.1
ASMFC-PANDALGOM-1960-2009-IDOINE,1997,3,,,10300,1.01,,7079.1
ASMFC-PANDALGOM-1960-2009-IDOINE,1998,3,,,5900,0.7,,4174.4
ASMFC-PANDALGOM-1960-2009-IDOINE,1999,3,,,4900,0.44,,1816.1
ASMFC-PANDALGOM-1960-2009-IDOINE,2000,3,,,4900,0.49,,2389.5
ASMFC-PANDALGOM-1960-2009-IDOINE,2001,3,,,4700,0.28,,1329.1
ASMFC-PANDALGOM-1960-2009-IDOINE,2002,3,,,5000,0.08,,423.7
ASMFC-PANDALGOM-1960-2009-IDOINE,2003,3,,,6300,0.13,,1211
ASMFC-PANDALGOM-1960-2009-IDOINE,2004,3,,,8400,0.22,,1944.8
ASMFC-PANDALGOM-1960-2009-IDOINE,2005,3,,,11900,0.2,,2565.7
ASMFC-PANDALGOM-1960-2009-IDOINE,2006,3,,,18800,0.08,,2080.9
ASMFC-PANDALGOM-1960-2009-IDOINE,2007,3,,,30100,0.13,,4066.1
ASMFC-PANDALGOM-1960-2009-IDOINE,2008,3,,,28100,0.18,,4783.5
ASMFC-PANDALGOM-1960-2009-IDOINE,2009,3,,,27900,,,
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,1995,5,70738,997,89269.9,0,,0
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,1996,5,70738,997,89269.9,0,,0
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,1997,5,70738,997,89269.9,0,,0
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,1998,5,70703.5,997,89230.2,0.000506375,,40.97
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,1999,5,70452.7,997,88944.5,0.004498697,,296.24
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2000,5,69804.5,996,88224.7,0.01146613,,752.24
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2001,5,69271.5,996,87672,0.007242039,,604.33
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2002,5,68072.8,994,86425.1,0.01610842,,1358
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2003,5,66525,992,84854.2,0.01451605,,1774.22
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2004,5,64793.1,990,83031.4,0.02701632,,2177.33
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2005,5,62212.8,986,80327.9,0.04259579,,3206.99
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2006,5,60007,983,78027.9,0.04182457,,2966.93
CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,2007,5,57865.8,,75776.5,0.04382281,,3083.86
CCSBT-SC-SBT-1931-2009-Parma,1931,5,987246.604,8268.910195,1383627.072,,,0
CCSBT-SC-SBT-1931-2009-Parma,1932,5,987246.604,6685.04189,1381001.804,,,0
CCSBT-SC-SBT-1931-2009-Parma,1933,5,987246.604,6660.77432,1376679.214,,,0
CCSBT-SC-SBT-1931-2009-Parma,1934,5,987246.604,6625.28234,1370371.6,,,0
CCSBT-SC-SBT-1931-2009-Parma,1935,5,987246.604,6581.791015,1361927.321,,,0
CCSBT-SC-SBT-1931-2009-Parma,1936,5,987246.604,6615.544545,1351781.189,,,0
CCSBT-SC-SBT-1931-2009-Parma,1937,5,987246.604,6736.750565,1340511.964,,,0
CCSBT-SC-SBT-1931-2009-Parma,1938,5,987246.604,7077.436905,1328999.994,,,0
CCSBT-SC-SBT-1931-2009-Parma,1939,5,987246.604,8162.58963,1319195.553,,,0
CCSBT-SC-SBT-1931-2009-Parma,1940,5,987246.604,10797.26118,1315124.385,,,0
CCSBT-SC-SBT-1931-2009-Parma,1941,5,987246.604,9274.22539,1312995.661,,,0
CCSBT-SC-SBT-1931-2009-Parma,1942,5,974562.235,7270.75633,1310909.784,,,0
CCSBT-SC-SBT-1931-2009-Parma,1943,5,961399.9685,9103.095555,1312825.163,,,0
CCSBT-SC-SBT-1931-2009-Parma,1944,5,947904.4455,10699.81027,1319108.433,,,0
CCSBT-SC-SBT-1931-2009-Parma,1945,5,934207.3755,4496.648545,1318088.756,,,0
CCSBT-SC-SBT-1931-2009-Parma,1946,5,921092.75,3064.535335,1311551.705,,,0
CCSBT-SC-SBT-1931-2009-Parma,1947,5,909399.0975,2566.747185,1298498.271,,,0
CCSBT-SC-SBT-1931-2009-Parma,1948,5,900990.9045,2152.640045,1277339.77,,,0
CCSBT-SC-SBT-1931-2009-Parma,1949,5,901928.9915,2568.20788,1249653.396,,,0
CCSBT-SC-SBT-1931-2009-Parma,1950,5,924884.0075,4406.552895,1219491.393,,,0
CCSBT-SC-SBT-1931-2009-Parma,1951,5,936753.5355,8401.58338,1193793.55,,,0
CCSBT-SC-SBT-1931-2009-Parma,1952,5,932669.0995,12506.18435,1178363.216,,,90.12
CCSBT-SC-SBT-1931-2009-Parma,1953,5,942822.058,7227.686035,1163542.538,,,2642.88
CCSBT-SC-SBT-1931-2009-Parma,1954,5,963597.3435,7628.79337,1152129.216,,,3441.34
CCSBT-SC-SBT-1931-2009-Parma,1955,5,934268.5955,6017.57911,1141378.8,,,2193.08
CCSBT-SC-SBT-1931-2009-Parma,1956,5,893388.8765,9759.880075,1138165.623,,,3836.96
CCSBT-SC-SBT-1931-2009-Parma,1957,5,846175.6025,11957.55658,1140349.12,,,20379.67
CCSBT-SC-SBT-1931-2009-Parma,1958,5,782315.7925,11733.46301,1131615.086,,,16208.16
CCSBT-SC-SBT-1931-2009-Parma,1959,5,726623.097,6951.194835,1126463.325,,,39505.26
CCSBT-SC-SBT-1931-2009-Parma,1960,5,674837.3815,12350.02955,1107108.385,,,63111.64
CCSBT-SC-SBT-1931-2009-Parma,1961,5,625911.1505,6570.124365,1060479.012,,,85355.76
CCSBT-SC-SBT-1931-2009-Parma,1962,5,584917.5325,6355.737135,989803.477,,,58187.45
CCSBT-SC-SBT-1931-2009-Parma,1963,5,535637.569,7705.326525,948832.1355,,,55886.43
CCSBT-SC-SBT-1931-2009-Parma,1964,5,496796.57,4515.09927,903789.017,,,51236.84
CCSBT-SC-SBT-1931-2009-Parma,1965,5,453817.1035,3466.498675,858359.0935,,,49087.24
CCSBT-SC-SBT-1931-2009-Parma,1966,5,439493.408,9033.355075,818981.343,,,44091.93
CCSBT-SC-SBT-1931-2009-Parma,1967,5,445118.7685,6611.22953,780901.0395,,,54760.26
CCSBT-SC-SBT-1931-2009-Parma,1968,5,440504.0975,7266.433775,732201.194,,,61833.74
CCSBT-SC-SBT-1931-2009-Parma,1969,5,402126.9225,9499.065525,681611.702,,,54634.97
CCSBT-SC-SBT-1931-2009-Parma,1970,5,394118.1615,9320.398185,641016.7475,,,44925.41
CCSBT-SC-SBT-1931-2009-Parma,1971,5,363417.0755,5373.97708,612107.479,,,41968.93
CCSBT-SC-SBT-1931-2009-Parma,1972,5,332591.365,4028.011415,585665.1105,,,45260.65
CCSBT-SC-SBT-1931-2009-Parma,1973,5,309232.2375,5073.085115,555480.7145,,,41187.04
CCSBT-SC-SBT-1931-2009-Parma,1974,5,282889.6695,6753.164675,531176.271,,,40581.57
CCSBT-SC-SBT-1931-2009-Parma,1975,5,257054.208,6480.406855,509299.6965,,,31707.09
CCSBT-SC-SBT-1931-2009-Parma,1976,5,258668.2595,5702.583915,499371.903,,,42833.47
CCSBT-SC-SBT-1931-2009-Parma,1977,5,246977.434,6083.038405,480564.5895,,,37441.61
CCSBT-SC-SBT-1931-2009-Parma,1978,5,241861.2485,4641.0166,465906.0815,,,32896.35
CCSBT-SC-SBT-1931-2009-Parma,1979,5,248948.8075,5228.4042,455486.1465,,,36949.94
CCSBT-SC-SBT-1931-2009-Parma,1980,5,248849.4775,5748.6458,440462.6705,,,41156.53
CCSBT-SC-SBT-1931-2009-Parma,1981,5,233485.015,5071.951475,419776.274,,,40046.56
CCSBT-SC-SBT-1931-2009-Parma,1982,5,217297.804,4611.64648,398132.655,,,36904.53
CCSBT-SC-SBT-1931-2009-Parma,1983,5,207857.481,3888.364235,375420.989,,,44188.84
CCSBT-SC-SBT-1931-2009-Parma,1984,5,202519.3985,4140.141645,339568.667,,,35397.7
CCSBT-SC-SBT-1931-2009-Parma,1985,5,194516.95,2667.285345,308599.0085,,,30583.58
CCSBT-SC-SBT-1931-2009-Parma,1986,5,182388.2675,3323.739575,283824.4695,,,28518.65
CCSBT-SC-SBT-1931-2009-Parma,1987,5,171863.058,3676.82925,260249.81,,,24326.44
CCSBT-SC-SBT-1931-2009-Parma,1988,5,158452.7505,4127.49168,243700.9735,,,22193.52
CCSBT-SC-SBT-1931-2009-Parma,1989,5,146666.4195,4014.276335,231815.6165,,,18337.69
CCSBT-SC-SBT-1931-2009-Parma,1990,5,132290.4074,4423.55025,225956.1185,,,13753.77
CCSBT-SC-SBT-1931-2009-Parma,1991,5,115863.561,3970.28117,225365.936,,,13639.63
CCSBT-SC-SBT-1931-2009-Parma,1992,5,100999.9614,3431.909995,229025.909,,,13292.64
CCSBT-SC-SBT-1931-2009-Parma,1993,5,90240.2961,2564.74896,235530.118,,,14253.58
CCSBT-SC-SBT-1931-2009-Parma,1994,5,80557.1362,2574.24354,235571.759,,,12147.23
CCSBT-SC-SBT-1931-2009-Parma,1995,5,67536.58045,2853.10781,228490.436,,,13424.47
CCSBT-SC-SBT-1931-2009-Parma,1996,5,59740.30385,3970.6918,224770.666,,,16267.69
CCSBT-SC-SBT-1931-2009-Parma,1997,5,56329.0319,2962.87944,216574.9665,,,16267.44
CCSBT-SC-SBT-1931-2009-Parma,1998,5,55301.78905,2805.068525,206608.2565,,,19128.94
CCSBT-SC-SBT-1931-2009-Parma,1999,5,54579.44215,2164.2187,197165.5875,,,18887.13
CCSBT-SC-SBT-1931-2009-Parma,2000,5,56624.08965,1237.690375,186262.0215,,,15695.26
CCSBT-SC-SBT-1931-2009-Parma,2001,5,58300.7309,1748.373345,176092.9305,,,16637.63
CCSBT-SC-SBT-1931-2009-Parma,2002,5,55668.5467,1509.30448,160029.578,,,16428.03
CCSBT-SC-SBT-1931-2009-Parma,2003,5,51122.17395,2077.044375,145437.0915,,,13857.53
CCSBT-SC-SBT-1931-2009-Parma,2004,5,49021.9438,2567.793555,136254.67,,,13345.36
CCSBT-SC-SBT-1931-2009-Parma,2005,5,48470.10065,1898.35426,128884.591,,,15379.14
CCSBT-SC-SBT-1931-2009-Parma,2006,5,48669.36575,1130.471281,118878.0912,,,11414.81
CCSBT-SC-SBT-1931-2009-Parma,2007,5,50715.5134,1538.329595,117744.65,,,11199.97
CCSBT-SC-SBT-1931-2009-Parma,2008,5,52338.86775,1830.17071,115805.4479,,,11342.48
CCSBT-SC-SBT-1931-2009-Parma,2009,5,51253.71,1934.406,113766.4,,,11047.63
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1991,5,,,,,,12393
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1992,5,,,,,,18118.6
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1993,5,,,,,,24181.1
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1994,5,,,,,,42925
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1995,5,85699.9,52472.1,169553.9,0.728,,32800
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1996,5,103788.6,43030.1,185249.4,0.703,,45600
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1997,5,106374.9,34999.2,175809.6,0.651,,51340
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1998,5,96457.4,44534.1,168346.9,1.144,,61880
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,1999,5,78052.7,48591.6,156762.7,2.925,,67450
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2000,5,64630,23010,119386.7,1.927,,57486
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2001,5,46190.2,8427.2,72307.5,0.936,,37589.8
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2002,5,25474.8,2684.5,35792.5,1.73,,17375
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2003,5,13519.1,548.3,17127.5,0.719,,7575
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2004,5,7161.1,325.9,8324.8,1.278,,5153
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2005,5,,,,,,4249
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2006,5,,,,,,1896
CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,2007,5,,,,,,1200
CSIRO-BIGHTREDSE-1958-2007-FULTON,1958,7,18684.9,33833.6,62361.7,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1959,7,18684.9,33833.6,62361.7,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1960,7,18684.9,30958.6,62306.9,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1961,7,18684.9,33894.7,62313.3,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1962,7,18684.9,35886.3,62357,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1963,7,18684.9,40673.3,62487.7,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1964,7,18684.9,43281.3,62655.7,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1965,7,18684.9,42665.5,62796,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1966,7,18684.9,53952.3,63137.9,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1967,7,18685,62750.4,63606.8,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1968,7,18685,57424.5,63917,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1969,7,18685,58105.8,64213.6,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1970,7,18684.9,51807.6,64388.7,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1971,7,18684.8,47565.4,64524.6,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1972,7,18684.5,45532.2,64684,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1973,7,18684,36796.7,64772.5,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1974,7,18683.4,31685.2,64943.7,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1975,7,18683.3,29633,65285.4,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1976,7,18685.2,25754.5,65739.5,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1977,7,18692.7,24329.9,66328.1,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1978,7,18711.7,25046.4,67036.8,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1979,7,18750.7,24277,67788.6,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1980,7,18820.4,22500.8,68509.6,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1981,7,18932.3,22655.1,69168.8,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1982,7,19097.2,22082.7,69705.4,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1983,7,19322.5,21270.1,70083.2,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1984,7,19609.6,21680.4,70300.6,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1985,7,19951.9,22508.2,70359.9,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1986,7,20334.3,23581.4,70270.9,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1987,7,20734.9,24828.8,70038.1,0,,0
CSIRO-BIGHTREDSE-1958-2007-FULTON,1988,7,21127.4,26085.5,69666.9,0.00301898,,85.651
CSIRO-BIGHTREDSE-1958-2007-FULTON,1989,7,21449.3,27149.9,69089.1,0.00592842,,170.833
CSIRO-BIGHTREDSE-1958-2007-FULTON,1990,7,21678.4,27849.1,68315.4,0.0096386,,281.808
CSIRO-BIGHTREDSE-1958-2007-FULTON,1991,7,21786.8,33597.1,67438.9,0.00897669,,265.612
CSIRO-BIGHTREDSE-1958-2007-FULTON,1992,7,21818.2,33747.1,66486.7,0.00403303,,120.698
CSIRO-BIGHTREDSE-1958-2007-FULTON,1993,7,21821.5,33798.1,65598.1,0.00354602,,107.472
CSIRO-BIGHTREDSE-1958-2007-FULTON,1994,7,21740,33819.9,64672,0.00515545,,157.803
CSIRO-BIGHTREDSE-1958-2007-FULTON,1995,7,21553,33829,63676.4,0.0056531,,173.922
CSIRO-BIGHTREDSE-1958-2007-FULTON,1996,7,21286.3,33832.3,62669.1,0.0106258,,327.177
CSIRO-BIGHTREDSE-1958-2007-FULTON,1997,7,20893.1,33833.2,61546.3,0.0121834,,372.617
CSIRO-BIGHTREDSE-1958-2007-FULTON,1998,7,20435.3,33833.4,60444.4,0.0144827,,437.788
CSIRO-BIGHTREDSE-1958-2007-FULTON,1999,7,19917.6,33833.5,59380.4,0.0108894,,323.641
CSIRO-BIGHTREDSE-1958-2007-FULTON,2000,7,19431.7,33833.5,58529.8,0.0132796,,387.879
CSIRO-BIGHTREDSE-1958-2007-FULTON,2001,7,18909,33833.5,57725.5,0.00919037,,262.613
CSIRO-BIGHTREDSE-1958-2007-FULTON,2002,7,18445,33796.9,57143,0.015178,,424.672
CSIRO-BIGHTREDSE-1958-2007-FULTON,2003,7,17921.4,33713.9,56507.1,0.0347683,,946.477
CSIRO-BIGHTREDSE-1958-2007-FULTON,2004,7,17193.3,33590.7,55490.9,0.0359804,,937.456
CSIRO-BIGHTREDSE-1958-2007-FULTON,2005,7,16517.3,33467.6,54606.2,0.0317009,,789.704
CSIRO-BIGHTREDSE-1958-2007-FULTON,2006,7,15962.3,33359.5,53971.2,0.0428162,,1023.91
CSIRO-BIGHTREDSE-1958-2007-FULTON,2007,7,15362.4,33234.6,53216.3,,,
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1970,4,6.6843,938.7785,,0.046051594,,855
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1971,4,4.74662,595.06305,,0.039599439,,624
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1972,4,4.02355,526.93744,,0.062572294,,902
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1973,4,3.92102,544.05286,,0.061751096,,927
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1974,4,2.88041,371.85516,,0.029509322,,308
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1975,4,1.83025,222.0768,,0.056191484,,466
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1976,4,2.01338,256.0719,,0.05964344,,534
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1977,4,3.2373,500.51251,,0.168253417,,1626
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1978,4,2.10723,288.12323,,0.171233576,,1657
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1979,4,2.64829,429.95892,,0.303854967,,2341
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1980,4,1.55099,258.80954,,0.431439239,,2708
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1981,4,1.70577,325.08081,,0.500609647,,2852
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1982,4,1.35805,252.9174,,0.48773048,,2592
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1983,4,1.43322,281.24799,,0.617092826,,3051
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1984,4,1.34755,265.29971,,0.561165513,,2441
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1985,4,1.16904,204.91901,,0.460096261,,1589
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1986,4,0.84719,136.28329,,0.371293058,,1238
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1987,4,1.36706,223.39441,,0.298010481,,1210
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1988,4,1.21164,196.41205,,0.369832426,,1431
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1989,4,1.13727,189.9575,,0.431048001,,1482
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1990,4,1.15364,186.10266,,0.302736466,,1472
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1991,4,1.76582,309.90131,,0.489933279,,2139
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1992,4,1.00721,163.23874,,0.386900534,,1453
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1993,4,1.14066,189.58194,,0.336449782,,1208
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1994,4,1.03905,161.85239,,0.238394037,,1318
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1995,4,1.83934,343.91745,,0.534667754,,2465
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1996,4,0.93415,138.62895,,0.306770707,,1155
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1997,4,1.09941,183.85034,,0.311628013,,1253
CSIRO-BTSHRIMPNAUST-1970-2006-FULTON,1998,4,1.10728,191.45724,,0.430179182,,1450
