ASSESSID,TSYEAR,PT_AVAIL,SSB,R,TOTAL,F,CPUE,CATCH_LANDINGS
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1966,3,18737,2485,,,,497
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1967,3,18700,2485,,,,557
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1968,3,18639,2485,,,,624
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1969,3,18539,2484,,,,603
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1970,3,18458,2484,,,,814
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1971,3,18228,2483,,,,1131
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1972,3,17758,2480,,,,1741
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1973,3,16829,2475,,,,2018
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1974,3,15671,2468,,,,2134
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1975,3,14435,2460,,,,1876
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1976,3,13407,3967,,,,1837
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1977,3,12480,1099,,,,1053
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1978,3,12195,1227,,,,1248
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1979,3,11994,5522,,,,1774
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1980,3,11539,1403,,,,3504
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1981,3,9664,586,,,,2577
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1982,3,8393,483,,,,2481
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1983,3,7626,928,,,,1810
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1984,3,7063,5487,,,,1561
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1985,3,6212,1124,,,,1733
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1986,3,5108,4621,,,,1552
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1987,3,4512,514,,,,1950
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1988,3,4384,578,,,,2195
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1989,3,4270,1581,,,,2338
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1990,3,3934,1664,,,,1987
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1991,3,3397,2015,,,,1665
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1992,3,2720,800,,,,1484
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1993,3,2255,1500,,,,1257
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1994,3,2141,1067,,,,980
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1995,3,2226,985,,,,1005
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1996,3,2215,2606,,,,1039
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1997,3,2145,314,,,,1035
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1998,3,2075,860,,,,629
PFMC-LINGCODSPCOAST-1956-2005-STANTON,1999,3,2331,2016,,,,722
PFMC-LINGCODSPCOAST-1956-2005-STANTON,2000,3,2630,1587,,,,360
PFMC-LINGCODSPCOAST-1956-2005-STANTON,2001,3,3099,1750,,,,377
PFMC-LINGCODSPCOAST-1956-2005-STANTON,2002,3,3558,1106,,,,759
PFMC-LINGCODSPCOAST-1956-2005-STANTON,2003,3,3859,788,,,,1226
PFMC-LINGCODSPCOAST-1956-2005-STANTON,2004,3,3919,1075,,,,295
PFMC-LINGCODSPCOAST-1956-2005-STANTON,2005,3,4601,1362,,,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,1959,5,,,330.892,0.528,,131.581
RIDEM-LOBSTERRI-1959-2007-COLLIE,1960,5,,,384.169,0.588,,167.899
RIDEM-LOBSTERRI-1959-2007-COLLIE,1961,5,,,421.15,0.662,,201.218
RIDEM-LOBSTERRI-1959-2007-COLLIE,1962,5,,,521.029,0.437,,170.181
RIDEM-LOBSTERRI-1959-2007-COLLIE,1963,5,,,698.77,0.352,,175.136
RIDEM-LOBSTERRI-1959-2007-COLLIE,1964,5,,,959.184,0.415,,294.72
RIDEM-LOBSTERRI-1959-2007-COLLIE,1965,5,,,1201.158,0.599,,532.386
RIDEM-LOBSTERRI-1959-2007-COLLIE,1966,5,,,1715.316,0.394,,494.633
RIDEM-LOBSTERRI-1959-2007-COLLIE,1967,5,,,2167.305,0.369,,576.985
RIDEM-LOBSTERRI-1959-2007-COLLIE,1968,5,,,2493.251,0.483,,908.806
RIDEM-LOBSTERRI-1959-2007-COLLIE,1969,5,,,2485.359,0.719,,1255.884
RIDEM-LOBSTERRI-1959-2007-COLLIE,1970,5,,,2231.949,1.325,,1536.585
RIDEM-LOBSTERRI-1959-2007-COLLIE,1971,5,,,2007.024,1.915,,1593.768
RIDEM-LOBSTERRI-1959-2007-COLLIE,1972,5,,,2154.798,0.631,,993.961
RIDEM-LOBSTERRI-1959-2007-COLLIE,1973,5,,,2571.96,0.428,,820.194
RIDEM-LOBSTERRI-1959-2007-COLLIE,1974,5,,,2395.718,0.564,,1010.588
RIDEM-LOBSTERRI-1959-2007-COLLIE,1975,5,,,2255.635,0.673,,1090.528
RIDEM-LOBSTERRI-1959-2007-COLLIE,1976,5,,,1943.75,0.751,,1009.35
RIDEM-LOBSTERRI-1959-2007-COLLIE,1977,5,,,1529.794,1.264,,1032.692
RIDEM-LOBSTERRI-1959-2007-COLLIE,1978,5,,,1333.002,1.068,,834.669
RIDEM-LOBSTERRI-1959-2007-COLLIE,1979,5,,,1077.344,1.076,,677.007
RIDEM-LOBSTERRI-1959-2007-COLLIE,1980,5,,,991.856,1.45,,708.436
RIDEM-LOBSTERRI-1959-2007-COLLIE,1981,5,,,1530.006,0.286,,296.201
RIDEM-LOBSTERRI-1959-2007-COLLIE,1982,5,,,1555.276,0.521,,611.206
RIDEM-LOBSTERRI-1959-2007-COLLIE,1983,5,,,1531.443,0.969,,915.102
RIDEM-LOBSTERRI-1959-2007-COLLIE,1984,5,,,1780.113,0.823,,975.556
RIDEM-LOBSTERRI-1959-2007-COLLIE,1985,5,,,1848.611,0.748,,957.098
RIDEM-LOBSTERRI-1959-2007-COLLIE,1986,5,,,2152.202,0.707,,1075.782
RIDEM-LOBSTERRI-1959-2007-COLLIE,1987,5,,,2269.937,0.64,,1058.322
RIDEM-LOBSTERRI-1959-2007-COLLIE,1988,5,,,2834.345,0.48,,1025.091
RIDEM-LOBSTERRI-1959-2007-COLLIE,1989,5,,,3907.782,0.478,,1409.663
RIDEM-LOBSTERRI-1959-2007-COLLIE,1990,5,,,4576.377,0.512,,1769.357
RIDEM-LOBSTERRI-1959-2007-COLLIE,1991,5,,,4472.701,0.498,,1682.095
RIDEM-LOBSTERRI-1959-2007-COLLIE,1992,5,,,4256.741,0.49,,1573.075
RIDEM-LOBSTERRI-1959-2007-COLLIE,1993,5,,,4475.671,0.45,,1509.221
RIDEM-LOBSTERRI-1959-2007-COLLIE,1994,5,,,4311.464,0.767,,2267.584
RIDEM-LOBSTERRI-1959-2007-COLLIE,1995,5,,,4908.966,0.527,,1949.885
RIDEM-LOBSTERRI-1959-2007-COLLIE,1996,5,,,5542.814,0.458,,1909.305
RIDEM-LOBSTERRI-1959-2007-COLLIE,1997,5,,,5172.309,0.543,,2110.501
RIDEM-LOBSTERRI-1959-2007-COLLIE,1998,5,,,4851.885,0.563,,2045.198
RIDEM-LOBSTERRI-1959-2007-COLLIE,1999,5,,,4045.754,1.436,,2878.455
RIDEM-LOBSTERRI-1959-2007-COLLIE,2000,5,,,3239.309,1.68,,2450.39
RIDEM-LOBSTERRI-1959-2007-COLLIE,2001,5,,,2540.692,1.041,,1572.272
RIDEM-LOBSTERRI-1959-2007-COLLIE,2002,5,,,2053.057,1.177,,1343.931
RIDEM-LOBSTERRI-1959-2007-COLLIE,2003,5,,,2019.421,0.971,,1208.216
RIDEM-LOBSTERRI-1959-2007-COLLIE,2004,5,,,2220.301,0.255,,375.892
RIDEM-LOBSTERRI-1959-2007-COLLIE,2005,5,,,2604.588,0.265,,461.147
RIDEM-LOBSTERRI-1959-2007-COLLIE,2006,5,,,2920.318,0.323,,655.2
RIDEM-LOBSTERRI-1959-2007-COLLIE,2007,5,,,3428.63,0.283,,
RIDEM-TAUTOGRI-1959-2007-COLLIE,1959,5,,,2304.024,0.019,,38.818
RIDEM-TAUTOGRI-1959-2007-COLLIE,1960,5,,,2415.602,0.022,,52.921
RIDEM-TAUTOGRI-1959-2007-COLLIE,1961,5,,,2850.397,0.017,,41.545
RIDEM-TAUTOGRI-1959-2007-COLLIE,1962,5,,,2997.633,0.018,,47.769
RIDEM-TAUTOGRI-1959-2007-COLLIE,1963,5,,,3123.86,0.021,,65.173
RIDEM-TAUTOGRI-1959-2007-COLLIE,1964,5,,,2979.33,0.02,,56.935
RIDEM-TAUTOGRI-1959-2007-COLLIE,1965,5,,,2876.836,0.018,,47.004
RIDEM-TAUTOGRI-1959-2007-COLLIE,1966,5,,,2603.76,0.024,,68.164
RIDEM-TAUTOGRI-1959-2007-COLLIE,1967,5,,,2455.44,0.016,,30.997
RIDEM-TAUTOGRI-1959-2007-COLLIE,1968,5,,,2671.321,0.02,,50.045
RIDEM-TAUTOGRI-1959-2007-COLLIE,1969,5,,,2902.921,0.023,,71.64
RIDEM-TAUTOGRI-1959-2007-COLLIE,1970,5,,,3074.175,0.023,,73.898
RIDEM-TAUTOGRI-1959-2007-COLLIE,1971,5,,,2898.594,0.021,,58.889
RIDEM-TAUTOGRI-1959-2007-COLLIE,1972,5,,,2668.119,0.024,,67.777
RIDEM-TAUTOGRI-1959-2007-COLLIE,1973,5,,,2705.123,0.024,,68.373
RIDEM-TAUTOGRI-1959-2007-COLLIE,1974,5,,,2574.332,0.031,,91.028
RIDEM-TAUTOGRI-1959-2007-COLLIE,1975,5,,,2711.378,0.05,,158.995
RIDEM-TAUTOGRI-1959-2007-COLLIE,1976,5,,,2406.541,0.172,,380.533
RIDEM-TAUTOGRI-1959-2007-COLLIE,1977,5,,,2350.774,0.076,,196.285
RIDEM-TAUTOGRI-1959-2007-COLLIE,1978,5,,,2259.852,0.341,,603.972
RIDEM-TAUTOGRI-1959-2007-COLLIE,1979,5,,,1902.079,0.408,,587.833
RIDEM-TAUTOGRI-1959-2007-COLLIE,1980,5,,,1898.451,0.863,,1065.47
RIDEM-TAUTOGRI-1959-2007-COLLIE,1981,5,,,1333.383,0.314,,334.051
RIDEM-TAUTOGRI-1959-2007-COLLIE,1982,5,,,1605.119,0.305,,393
RIDEM-TAUTOGRI-1959-2007-COLLIE,1983,5,,,1595.402,0.26,,345.181
RIDEM-TAUTOGRI-1959-2007-COLLIE,1984,5,,,2380.603,0.574,,976.879
RIDEM-TAUTOGRI-1959-2007-COLLIE,1985,5,,,1925.692,0.176,,309.612
RIDEM-TAUTOGRI-1959-2007-COLLIE,1986,5,,,2236.342,0.713,,1093.669
RIDEM-TAUTOGRI-1959-2007-COLLIE,1987,5,,,1370.55,0.406,,422.081
RIDEM-TAUTOGRI-1959-2007-COLLIE,1988,5,,,1324.821,0.431,,428.237
RIDEM-TAUTOGRI-1959-2007-COLLIE,1989,5,,,1357.633,0.192,,232.733
RIDEM-TAUTOGRI-1959-2007-COLLIE,1990,5,,,864.188,0.42,,273.712
RIDEM-TAUTOGRI-1959-2007-COLLIE,1991,5,,,960.875,1.118,,628.151
RIDEM-TAUTOGRI-1959-2007-COLLIE,1992,5,,,725.22,1.07,,463.058
RIDEM-TAUTOGRI-1959-2007-COLLIE,1993,5,,,659.575,0.57,,269.151
RIDEM-TAUTOGRI-1959-2007-COLLIE,1994,5,,,536.293,0.542,,210.05
RIDEM-TAUTOGRI-1959-2007-COLLIE,1995,5,,,718.772,0.254,,152.661
RIDEM-TAUTOGRI-1959-2007-COLLIE,1996,5,,,644.979,0.27,,143.529
RIDEM-TAUTOGRI-1959-2007-COLLIE,1997,5,,,685.692,0.278,,156.027
RIDEM-TAUTOGRI-1959-2007-COLLIE,1998,5,,,685.532,0.274,,154.233
RIDEM-TAUTOGRI-1959-2007-COLLIE,1999,5,,,649.429,0.203,,116.459
RIDEM-TAUTOGRI-1959-2007-COLLIE,2000,5,,,645.92,0.199,,113.74
RIDEM-TAUTOGRI-1959-2007-COLLIE,2001,5,,,700.162,0.156,,102.921
RIDEM-TAUTOGRI-1959-2007-COLLIE,2002,5,,,640.311,0.276,,144.923
RIDEM-TAUTOGRI-1959-2007-COLLIE,2003,5,,,902.623,0.348,,245.581
RIDEM-TAUTOGRI-1959-2007-COLLIE,2004,5,,,986.849,0.34,,263.576
RIDEM-TAUTOGRI-1959-2007-COLLIE,2005,5,,,1061.889,0.279,,242.338
RIDEM-TAUTOGRI-1959-2007-COLLIE,2006,5,,,1238.467,0.181,,202.987
RIDEM-TAUTOGRI-1959-2007-COLLIE,2007,5,,,1139.47,,,
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1959,5,,,3211.2796,0.3888,,935.8446
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1960,5,,,3081.9011,0.4441,,1012.6876
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1961,5,,,3199.6518,0.3422,,826.7576
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1962,5,,,3634.6571,0.3,,827.2766
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1963,5,,,4469.8795,0.3803,,1276.1362
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1964,5,,,5146.4924,0.6153,,2201.637
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1965,5,,,4651.334,0.3971,,1382.146
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1966,5,,,5222.0217,0.6216,,2250.6061
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1967,5,,,4529.911,0.5243,,1712.3939
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1968,5,,,4325.3026,0.5244,,1635.3912
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1969,5,,,4263.8223,0.375,,1201.4545
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1970,5,,,3696.1179,0.3599,,1002.0266
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1971,5,,,2730.8504,0.365,,750.2131
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1972,5,,,3095.7859,0.1959,,467.3062
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1973,5,,,3391.214,0.2181,,566.8693
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1974,5,,,2904.2378,0.1836,,412.6344
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1975,5,,,2347.5616,0.2103,,378.9169
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1976,5,,,2371.2343,0.2241,,406.7987
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1977,5,,,3135.4734,0.2239,,537.3449
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1978,5,,,3960.0108,0.3696,,1100.7909
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1979,5,,,4331.1939,0.3349,,1096.4303
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1980,5,,,4885.4871,0.4031,,1471.663
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1981,5,,,4579.7202,0.3745,,1288.7151
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1982,5,,,4116.3287,0.6097,,1749.075
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1983,5,,,4041.9818,0.5601,,1610.298
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1984,5,,,3636.7109,0.6453,,1610.2985
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1985,5,,,3269.0412,1.0306,,1939.873
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1986,5,,,2830.8732,1.3767,,1948.4129
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1987,5,,,1976.7361,0.724,,947.8206
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1988,5,,,1743.9039,0.6668,,790.3682
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1989,5,,,1600.998,0.6665,,725.3342
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1990,5,,,1518.8636,0.5322,,581.1393
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1991,5,,,1541.9217,0.8623,,825.9442
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1992,5,,,1111.0803,0.507,,408.6862
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1993,5,,,837.8442,0.4687,,288.4608
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1994,5,,,1118.5787,0.5622,,446.9001
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1995,5,,,1445.3135,0.4123,,444.4248
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1996,5,,,1517.2857,0.3539,,404.8932
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1997,5,,,1535.6551,0.4109,,470.7878
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1998,5,,,1562.178,0.5274,,593.39
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,1999,5,,,1624.0201,0.4427,,532.1535
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2000,5,,,1582.972,0.5446,,616.8875
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2001,5,,,1370.4378,0.9456,,774.9749
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2002,5,,,1248.2339,0.5937,,519.9571
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2003,5,,,1363.6834,0.4161,,422.8057
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2004,5,,,1307.3979,0.2439,,243.3506
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2005,5,,,1313.6334,0.2373,,238.1142
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2006,5,,,1285.498,0.5378,,495.9663
RIDEM-WINFLOUNDRI-1959-2007-COLLIE,2007,5,,,1235.1004,,,
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1950,5,,,3990,0.085,,110.474
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1951,5,,,3890,0.09,,145.671
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1952,5,,,3820,0.096,,148.429
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1953,5,,,3760,0.101,,169.792
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1954,5,,,3710,0.106,,175.912
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1955,5,,,3660,0.112,,162.288
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1956,5,,,3610,0.117,,150.368
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1957,5,,,3560,0.122,,138.481
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1958,5,,,3510,0.127,,138.743
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1959,5,,,3470,0.133,,154.219
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1960,5,,,3420,0.138,,155.792
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1961,5,,,3380,0.143,,86.517
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1962,5,,,3340,0.149,,109.215
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1963,5,,,3300,0.154,,156.278
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1964,5,,,3260,0.159,,142.416
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1965,5,,,3220,0.165,,152.68
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1966,5,,,3190,0.17,,145.75
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1967,5,,,3150,0.175,,175.077
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1968,5,,,3110,0.181,,162.319
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1969,5,,,3080,0.186,,169.708
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1970,5,,,3040,0.191,,181.566
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1971,5,,,3010,0.196,,189.012
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1972,5,,,2970,0.202,,281.683
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1973,5,,,2940,0.189,,211.654
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1974,5,,,2920,0.259,,278.437
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1975,5,,,2840,0.411,,403.385
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1976,5,,,2680,0.189,,195.087
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1977,5,,,2730,0.364,,356.301
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1978,5,,,2610,0.1,,105.073
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1979,5,,,2720,0.346,,341.965
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1980,5,,,2580,0.276,,868.767
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1981,5,,,2550,0.147,,15.111
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1982,5,,,2620,0.213,,220.369
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1983,5,,,2600,0.11,,120.837
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1984,5,,,2670,0.112,,127.035
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1985,5,,,2720,0.115,,133.59
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1986,5,,,2760,0.41,,385.941
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1987,5,,,2570,0.245,,250.963
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1988,5,,,2580,0.22,,240.525
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1989,5,,,2590,0.166,,192.463
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1990,5,,,2630,0.341,,362.228
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1991,5,,,2510,0.139,,162.89
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1992,5,,,2590,0.199,,230.415
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1993,5,,,2590,0.195,,227.312
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1994,5,,,2590,0.182,,214.708
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1995,5,,,2600,0.334,,361.933
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1996,5,,,2500,0.557,,520.695
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1997,5,,,2310,0.505,,447.804
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1998,5,,,2220,0.21,,197.545
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,1999,5,,,2310,0.334,,320.631
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,2000,5,,,2250,0.225,,211.94
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,2001,5,,,2270,0.374,,342.877
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,2002,5,,,2190,0.468,,399.028
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,2003,5,,,2090,0.313,,270.829
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,2004,5,,,2110,0.635,,504.238
SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,2005,5,,,1940,0.188,,157.434
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1950,4,,,1340,0.012,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1951,4,,,1330,0.013,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1952,4,,,1320,0.014,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1953,4,,,1310,0.015,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1954,4,,,1300,0.016,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1955,4,,,1300,0.017,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1956,4,,,1290,0.018,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1957,4,,,1280,0.019,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1958,4,,,1270,0.02,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1959,4,,,1260,0.021,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1960,4,,,1260,0.022,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1961,4,,,1250,0.023,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1962,4,,,1240,0.024,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1963,4,,,1230,0.025,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1964,4,,,1230,0.026,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1965,4,,,1220,0.027,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1966,4,,,1210,0.028,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1967,4,,,1200,0.029,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1968,4,,,1190,0.03,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1969,4,,,1190,0.031,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1970,4,,,1180,0.032,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1971,4,,,1170,0.033,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1972,4,,,1160,0.034,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1973,4,,,1160,0.031,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1974,4,,,1150,0.017,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1975,4,,,1150,0.04,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1976,4,,,1140,0.027,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1977,4,,,1140,0.044,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1978,4,,,1130,0.041,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1979,4,,,1120,0.026,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1980,4,,,1120,0.017,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1981,4,,,1130,0.019,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1982,4,,,1130,0.014,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1983,4,,,1140,0.031,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1984,4,,,1130,0.014,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1985,4,,,1140,0.02,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1986,4,,,1140,0.041,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1987,4,,,1130,0.041,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1988,4,,,1110,0.042,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1989,4,,,1100,0.062,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1990,4,,,1080,0.055,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1991,4,,,1070,0.09,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1992,4,,,1040,0.107,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1993,4,,,1010,0.067,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1994,4,,,992,0.116,,
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,1995,4,,,947,0.157,,
