Major Popn Group,Population,Year,Spawners (total),Spawners (natural origin),Spawners (hatchery origin),Broodstock take,Harvest,Harvest rate,Prop of age-3,Prop of age-4,Prop of age-5,Prop of age-6,Brood year recruits,R per natural-origin spawner,R per total spawner
South Fork Salmon R,South Fork Salmon R (East Fork),1995,23,22,1,0,0,0.03,0.09,0.54,0.37,0,39,1.7,1.77
South Fork Salmon R,South Fork Salmon R (East Fork),1996,60,60,0,0,1,0.03,0.15,0.63,0.22,0,197,3.28,3.28
South Fork Salmon R,South Fork Salmon R (East Fork),1997,243,238,5,0,2,0.01,0,0.76,0.24,0,1166,4.8,4.9
South Fork Salmon R,South Fork Salmon R (East Fork),1998,121,121,0,0,2,0.02,0.03,0.07,0.9,0,793,6.55,6.55
South Fork Salmon R,South Fork Salmon R (East Fork),1999,55,55,0,0,0,0.02,0.19,0.63,0.15,0.03,129,2.35,2.35
South Fork Salmon R,South Fork Salmon R (East Fork),2000,110,90,20,0,0,0.01,0.42,0.57,0.01,0,179,1.63,1.99
South Fork Salmon R,South Fork Salmon R (East Fork),2001,1257,1044,213,0,4,0.01,0.02,0.84,0.13,0,86,0.07,0.08
South Fork Salmon R,South Fork Salmon R (East Fork),2002,956,612,344,0,8,0.03,0.02,0.58,0.4,0,105,0.11,0.17
South Fork Salmon R,South Fork Salmon R (East Fork),2003,660,495,165,0,34,0.06,0.04,0.18,0.78,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (East Fork),2004,302,181,121,0,0,0,0.07,0.81,0.12,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (East Fork),2005,141,72,69,0,1,0.02,0.02,0.82,0.15,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (East Fork),2006,155,64,91,0,1,0.02,0.01,0.81,0.16,0.01,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (East Fork),2007,344,124,220,0,2,0.02,0.18,0.38,0.41,0.03,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (East Fork),2008,589,259,330,0,4,0.02,0.06,0.79,0.15,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (Mainstem),1958,2786,2786,0,0,3093,0.55,0.1,0.53,0.36,0,6076,2.18,2.18
South Fork Salmon R,South Fork Salmon R (Mainstem),1959,3015,3015,0,0,3307,0.55,0.1,0.53,0.36,0,3886,1.29,1.29
South Fork Salmon R,South Fork Salmon R (Mainstem),1960,5029,5029,0,0,7773,0.63,0.1,0.53,0.36,0,2215,0.44,0.44
South Fork Salmon R,South Fork Salmon R (Mainstem),1961,2444,2444,0,0,3521,0.62,0.1,0.53,0.36,0,1478,0.6,0.6
South Fork Salmon R,South Fork Salmon R (Mainstem),1962,3671,3671,0,0,2868,0.48,0.14,0.63,0.23,0,2766,0.75,0.75
South Fork Salmon R,South Fork Salmon R (Mainstem),1963,2442,2442,0,0,2598,0.58,0.21,0.52,0.27,0,1749,0.72,0.72
South Fork Salmon R,South Fork Salmon R (Mainstem),1964,908,908,0,0,492,0.38,0.13,0.62,0.25,0,1446,1.59,1.59
South Fork Salmon R,South Fork Salmon R (Mainstem),1965,1515,1515,0,0,183,0.16,0.36,0.47,0.17,0,2006,1.32,1.32
South Fork Salmon R,South Fork Salmon R (Mainstem),1966,2264,2264,0,0,108,0.05,0.13,0.66,0.21,0,1405,0.62,0.62
South Fork Salmon R,South Fork Salmon R (Mainstem),1967,2084,2084,0,0,274,0.14,0.22,0.53,0.25,0,1377,0.66,0.66
South Fork Salmon R,South Fork Salmon R (Mainstem),1968,1190,1190,0,0,84,0.1,0.33,0.52,0.15,0,1771,1.49,1.49
South Fork Salmon R,South Fork Salmon R (Mainstem),1969,1469,1469,0,0,186,0.13,0.12,0.71,0.16,0,969,0.66,0.66
South Fork Salmon R,South Fork Salmon R (Mainstem),1970,1217,1217,0,0,201,0.16,0.12,0.6,0.29,0,614,0.5,0.5
South Fork Salmon R,South Fork Salmon R (Mainstem),1971,973,973,0,0,213,0.19,0.09,0.61,0.3,0,494,0.51,0.51
South Fork Salmon R,South Fork Salmon R (Mainstem),1972,1310,1310,0,0,202,0.14,0.07,0.61,0.32,0,347,0.26,0.26
South Fork Salmon R,South Fork Salmon R (Mainstem),1973,1354,1354,0,0,161,0.11,0.06,0.45,0.49,0,1040,0.77,0.77
South Fork Salmon R,South Fork Salmon R (Mainstem),1974,504,504,0,0,1,0,0.05,0.59,0.36,0,323,0.64,0.64
South Fork Salmon R,South Fork Salmon R (Mainstem),1975,550,550,0,0,0,0,0.07,0.53,0.41,0,135,0.25,0.25
South Fork Salmon R,South Fork Salmon R (Mainstem),1976,557,557,0,0,0,0,0.3,0.39,0.32,0,375,0.67,0.67
South Fork Salmon R,South Fork Salmon R (Mainstem),1977,522,522,0,0,15,0.03,0.03,0.8,0.17,0,267,0.51,0.51
South Fork Salmon R,South Fork Salmon R (Mainstem),1978,580,580,0,0,20,0.03,0,0.26,0.74,0,467,0.81,0.81
South Fork Salmon R,South Fork Salmon R (Mainstem),1979,266,266,0,0,9,0.04,0.19,0.26,0.55,0,227,0.85,0.85
South Fork Salmon R,South Fork Salmon R (Mainstem),1980,268,268,0,0,11,0.04,0.05,0.73,0.23,0,356,1.33,1.33
South Fork Salmon R,South Fork Salmon R (Mainstem),1981,291,291,0,0,16,0.06,0.06,0.55,0.39,0,623,2.14,2.14
South Fork Salmon R,South Fork Salmon R (Mainstem),1982,256,245,11,0,13,0.06,0.13,0.54,0.33,0,551,2.15,2.25
South Fork Salmon R,South Fork Salmon R (Mainstem),1983,427,397,30,0,11,0.03,0.01,0.23,0.76,0,2137,5,5.38
South Fork Salmon R,South Fork Salmon R (Mainstem),1984,381,296,85,0,7,0.03,0.13,0.54,0.33,0,514,1.35,1.74
South Fork Salmon R,South Fork Salmon R (Mainstem),1985,746,470,276,0,26,0.06,0.07,0.55,0.38,0,418,0.56,0.89
South Fork Salmon R,South Fork Salmon R (Mainstem),1986,668,553,115,0,24,0.05,0.15,0.31,0.54,0,1121,1.68,2.03
South Fork Salmon R,South Fork Salmon R (Mainstem),1987,1737,1393,344,0,76,0.05,0.05,0.72,0.23,0,465,0.27,0.33
South Fork Salmon R,South Fork Salmon R (Mainstem),1988,1659,1246,413,0,61,0.05,0.02,0.22,0.76,0,1361,0.82,1.09
South Fork Salmon R,South Fork Salmon R (Mainstem),1989,501,436,65,0,2,0.01,0.11,0.54,0.35,0,621,1.24,1.42
South Fork Salmon R,South Fork Salmon R (Mainstem),1990,892,734,158,0,6,0.01,0.01,0.78,0.21,0,148,0.17,0.2
South Fork Salmon R,South Fork Salmon R (Mainstem),1991,908,817,91,0,10,0.01,0.07,0.33,0.6,0,142,0.16,0.17
South Fork Salmon R,South Fork Salmon R (Mainstem),1992,1582,592,990,0,4,0.01,0.01,0.68,0.31,0,369,0.23,0.62
South Fork Salmon R,South Fork Salmon R (Mainstem),1993,2169,1220,949,0,28,0.02,0.01,0.27,0.72,0,962,0.44,0.79
South Fork Salmon R,South Fork Salmon R (Mainstem),1994,552,367,185,0,5,0.01,0.01,0.24,0.75,0,129,0.23,0.35
South Fork Salmon R,South Fork Salmon R (Mainstem),1995,224,124,100,0,3,0.03,0.09,0.54,0.37,0,602,2.69,4.85
South Fork Salmon R,South Fork Salmon R (Mainstem),1996,367,283,84,0,8,0.03,0.05,0.71,0.24,0,691,1.88,2.44
South Fork Salmon R,South Fork Salmon R (Mainstem),1997,1257,453,804,0,5,0.01,0,0.67,0.33,0,2439,1.94,5.38
South Fork Salmon R,South Fork Salmon R (Mainstem),1998,1204,718,486,0,11,0.02,0.02,0.09,0.88,0,1848,1.53,2.57
South Fork Salmon R,South Fork Salmon R (Mainstem),1999,926,696,230,0,9,0.02,0.14,0.77,0.09,0,1584,1.71,2.28
South Fork Salmon R,South Fork Salmon R (Mainstem),2000,1511,747,764,0,4,0.01,0.21,0.72,0.06,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (Mainstem),2001,2529,1712,817,0,19,0.01,0.04,0.93,0.03,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (Mainstem),2002,3021,1819,1202,0,47,0.03,0.1,0.53,0.36,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (Mainstem),2003,3130,2085,1045,0,110,0.06,0.1,0.53,0.36,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (Mainstem),2004,1231,652,579,0,0,0,0.1,0.53,0.36,0,NA,NA,NA
South Fork Salmon R,South Fork Salmon R (Mainstem),2005,901,443,458,0,8,0.02,0.1,0.53,0.36,0,NA,NA,NA
Snake R,Lemhi,1957,1424,1424,0,0,2326,0.62,0.01,0.49,0.5,0,7637,5.36,5.36
Snake R,Lemhi,1958,1099,1099,0,0,3184,0.75,0.01,0.49,0.5,0,6984,6.35,6.35
Snake R,Lemhi,1959,927,927,0,0,2038,0.69,0.01,0.49,0.5,0,2670,2.88,2.88
Snake R,Lemhi,1960,2455,2455,0,0,5874,0.71,0.03,0.49,0.49,0,4467,1.82,1.82
Snake R,Lemhi,1961,3357,3357,0,0,4500,0.58,0.02,0.54,0.43,0,2650,0.79,0.79
Snake R,Lemhi,1962,2610,2610,0,0,5889,0.69,0,0.62,0.37,0,4203,1.61,1.61
Snake R,Lemhi,1963,715,715,0,0,1720,0.71,0.02,0.34,0.64,0,2401,3.36,3.36
Snake R,Lemhi,1964,2067,2067,0,0,3352,0.62,0.01,0.65,0.34,0,1808,0.87,0.87
Snake R,Lemhi,1965,866,866,0,0,1556,0.64,0,0.63,0.37,0,1443,1.67,1.67
Snake R,Lemhi,1966,1476,1476,0,0,1416,0.49,0,0.63,0.37,0,853,0.58,0.58
Snake R,Lemhi,1967,1555,1555,0,0,2166,0.58,0.01,0.35,0.64,0,2338,1.5,1.5
Snake R,Lemhi,1968,1144,1144,0,0,1099,0.49,0,0.51,0.49,0,2445,2.14,2.14
Snake R,Lemhi,1969,656,656,0,0,574,0.47,0,0.49,0.51,0,1013,1.54,1.54
Snake R,Lemhi,1970,680,680,0,0,655,0.49,0.01,0.36,0.63,0,712,1.05,1.05
Snake R,Lemhi,1971,770,770,0,0,474,0.39,0.02,0.69,0.3,0,452,0.59,0.59
Snake R,Lemhi,1972,946,946,0,0,1150,0.55,0,0.3,0.7,0,899,0.95,0.95
Snake R,Lemhi,1973,866,866,0,0,1346,0.61,0,0.19,0.81,0,2117,2.44,2.44
Snake R,Lemhi,1974,474,474,0,0,327,0.41,0,0.26,0.74,0,440,0.93,0.93
Snake R,Lemhi,1975,730,730,0,0,1,0,0,0.31,0.69,0,180,0.25,0.25
Snake R,Lemhi,1976,450,450,0,0,2,0.01,0.01,0.49,0.5,0,156,0.35,0.35
Snake R,Lemhi,1977,877,877,0,0,479,0.36,0.01,0.49,0.5,0,280,0.32,0.32
Snake R,Lemhi,1978,1406,1406,0,0,319,0.18,0,0.16,0.84,0,210,0.15,0.15
Snake R,Lemhi,1979,289,289,0,0,12,0.04,0.01,0.49,0.5,0,90,0.31,0.31
Snake R,Lemhi,1980,64,64,0,0,2,0.03,0.01,0.49,0.5,0,136,2.13,2.13
Snake R,Lemhi,1981,228,228,0,0,15,0.07,0.01,0.49,0.5,0,265,1.16,1.16
Snake R,Lemhi,1982,295,295,0,0,27,0.09,0.01,0.49,0.5,0,333,1.13,1.13
Snake R,Lemhi,1983,91,91,0,0,9,0.09,0.01,0.49,0.5,0,370,4.07,4.07
Snake R,Lemhi,1984,69,69,0,0,7,0.1,0.01,0.49,0.5,0,237,3.43,3.43
Snake R,Lemhi,1985,184,184,0,0,13,0.07,0.01,0.49,0.5,0,127,0.69,0.69
Snake R,Lemhi,1986,311,311,0,0,26,0.08,0.01,0.49,0.5,0,148,0.48,0.48
Snake R,Lemhi,1987,307,307,0,0,26,0.08,0.01,0.49,0.5,0,77,0.25,0.25
Snake R,Lemhi,1988,354,354,0,0,54,0.14,0.01,0.49,0.5,0,41,0.12,0.12
Snake R,Lemhi,1989,63,63,0,0,6,0.1,0.01,0.49,0.5,0,31,0.49,0.49
Snake R,Lemhi,1990,158,158,0,0,21,0.12,0.01,0.49,0.5,0,12,0.08,0.08
Snake R,Lemhi,1991,109,109,0,0,12,0.1,0.01,0.49,0.5,0,34,0.31,0.31
Snake R,Lemhi,1992,30,30,0,0,2,0.08,0.01,0.49,0.5,0,82,2.73,2.73
Snake R,Lemhi,1993,46,46,0,0,3,0.07,0.01,0.49,0.5,0,94,2.04,2.04
Snake R,Lemhi,1994,14,14,0,0,1,0.1,0.01,0.49,0.5,0,77,5.5,5.5
Snake R,Lemhi,1995,10,10,0,0,0,0.05,0.01,0.49,0.5,0,125,12.5,12.5
Snake R,Lemhi,1996,57,57,0,0,2,0.05,0.01,0.49,0.5,0,109,1.91,1.91
Snake R,Lemhi,1997,99,99,0,0,7,0.07,0.01,0.49,0.5,0,811,8.19,8.19
Snake R,Lemhi,1998,79,79,0,0,4,0.06,0.01,0.49,0.5,0,230,2.91,2.91
Snake R,Lemhi,1999,69,69,0,0,3,0.04,0.01,0.49,0.5,0,87,1.26,1.26
Snake R,Lemhi,2000,168,168,0,0,10,0.06,0.01,0.49,0.5,0,73,0.43,0.43
Snake R,Lemhi,2001,607,607,0,0,98,0.15,0.04,0.93,0.03,0,66,0.11,0.11
Snake R,Lemhi,2002,270,270,0,0,38,0.13,0.01,0.49,0.5,0,47,0.17,0.17
Snake R,Lemhi,2003,94,94,0,0,9,0.09,0.01,0.49,0.5,0,NA,NA,NA
Snake R,Lemhi,2004,60,60,0,0,7,0.11,0.01,0.49,0.5,0,NA,NA,NA
Snake R,Lemhi,2005,74,74,0,0,6,0.08,0.01,0.49,0.5,0,NA,NA,NA
Snake R,Lemhi,2006,50,50,0,0,4,0.08,0.01,0.49,0.5,0,NA,NA,NA
Snake R,Lemhi,2007,38,38,0,0,3,0.09,0.01,0.49,0.5,0,NA,NA,NA
Snake R,Lemhi,2008,50,50,0,0,9,0.16,0.01,0.49,0.5,0,NA,NA,NA
Snake R,Snake R (East Fork),1960,1841,1841,0,0,3988,0.71,0.12,0.37,0.51,0,3663,1.99,1.99
Snake R,Snake R (East Fork),1961,3374,3374,0,0,4078,0.58,0.12,0.37,0.51,0,3243,0.96,0.96
Snake R,Snake R (East Fork),1962,1515,1515,0,0,3020,0.69,0.12,0.37,0.51,0,4012,2.65,2.65
Snake R,Snake R (East Fork),1963,2541,2541,0,0,5478,0.71,0.12,0.37,0.51,0,4265,1.68,1.68
Snake R,Snake R (East Fork),1964,1861,1861,0,0,2669,0.62,0.12,0.37,0.51,0,2932,1.58,1.58
Snake R,Snake R (East Fork),1965,778,778,0,0,1232,0.64,0.12,0.37,0.51,0,2616,3.36,3.36
Snake R,Snake R (East Fork),1966,2079,2079,0,0,1757,0.49,0.12,0.37,0.51,0,2429,1.17,1.17
Snake R,Snake R (East Fork),1967,2059,2059,0,0,2552,0.58,0.12,0.37,0.51,0,2864,1.39,1.39
Snake R,Snake R (East Fork),1968,2230,2230,0,0,1886,0.49,0.12,0.37,0.51,0,3982,1.79,1.79
Snake R,Snake R (East Fork),1969,948,948,0,0,730,0.47,0.12,0.37,0.51,0,3003,3.17,3.17
Snake R,Snake R (East Fork),1970,1586,1586,0,0,1359,0.49,0.12,0.37,0.51,0,1633,1.03,1.03
Snake R,Snake R (East Fork),1971,1438,1438,0,0,794,0.39,0.12,0.37,0.51,0,695,0.48,0.48
Snake R,Snake R (East Fork),1972,1597,1597,0,0,1708,0.55,0.12,0.37,0.51,0,765,0.48,0.48
Snake R,Snake R (East Fork),1973,2063,2063,0,0,2823,0.61,0.12,0.37,0.51,0,2414,1.17,1.17
Snake R,Snake R (East Fork),1974,974,974,0,0,593,0.41,0.12,0.37,0.51,0,1695,1.74,1.74
Snake R,Snake R (East Fork),1975,915,915,0,0,1,0,0.12,0.37,0.51,0,567,0.62,0.62
Snake R,Snake R (East Fork),1976,330,330,0,0,1,0.01,0.12,0.37,0.51,0,209,0.63,0.63
Snake R,Snake R (East Fork),1977,704,704,0,0,342,0.36,0.12,0.37,0.51,0,203,0.29,0.29
Snake R,Snake R (East Fork),1978,3249,3249,0,0,648,0.18,0.12,0.37,0.51,0,299,0.09,0.09
Snake R,Snake R (East Fork),1979,242,242,0,0,9,0.04,0.12,0.37,0.51,0,291,1.2,1.2
Snake R,Snake R (East Fork),1980,13,13,0,0,0,0.03,0.12,0.37,0.51,0,420,32.31,32.31
Snake R,Snake R (East Fork),1981,323,323,0,0,20,0.07,0.12,0.37,0.51,0,567,1.76,1.76
Snake R,Snake R (East Fork),1982,136,136,0,0,11,0.09,0.12,0.37,0.51,0,658,4.84,4.84
Snake R,Snake R (East Fork),1983,367,367,0,0,32,0.09,0.12,0.37,0.51,0,900,2.45,2.45
Snake R,Snake R (East Fork),1984,178,178,0,52,17,0.1,0.12,0.37,0.51,0,727,4.08,4.08
Snake R,Snake R (East Fork),1985,367,367,0,161,23,0.07,0.12,0.37,0.51,0,453,1.23,1.23
Snake R,Snake R (East Fork),1986,457,457,0,164,34,0.08,0.12,0.37,0.51,0,210,0.46,0.46
Snake R,Snake R (East Fork),1987,484,484,0,166,37,0.08,0.12,0.37,0.51,0,100,0.21,0.21
Snake R,Snake R (East Fork),1988,690,676,14,346,92,0.14,0.12,0.37,0.51,0,188,0.27,0.28
Snake R,Snake R (East Fork),1989,440,362,78,59,35,0.1,0.12,0.37,0.51,0,129,0.29,0.36
Snake R,Snake R (East Fork),1990,334,214,120,57,25,0.12,0.12,0.37,0.51,0,47,0.14,0.22
Snake R,Snake R (East Fork),1991,105,66,39,19,6,0.1,0.12,0.37,0.51,0,10,0.1,0.15
Snake R,Snake R (East Fork),1992,70,34,36,25,2,0.08,0.12,0.37,0.51,0,41,0.59,1.21
Snake R,Snake R (East Fork),1993,319,261,58,25,17,0.07,0.12,0.37,0.51,0,91,0.29,0.35
Snake R,Snake R (East Fork),1994,30,19,11,0,1,0.1,0.12,0.37,0.51,0,96,3.2,5.05
Snake R,Snake R (East Fork),1995,11,7,4,0,0,0.05,0.12,0.37,0.51,0,121,11,17.29
Snake R,Snake R (East Fork),1996,22,10,12,0,0,0.05,0.12,0.37,0.51,0,300,13.64,30
Snake R,Snake R (East Fork),1997,83,68,15,0,4,0.07,0.12,0.37,0.51,0,700,8.43,10.29
Snake R,Snake R (East Fork),1998,127,118,9,0,6,0.06,0.12,0.37,0.51,0,803,6.32,6.81
Snake R,Snake R (East Fork),1999,79,79,0,0,3,0.04,0.12,0.37,0.51,0,592,7.49,7.49
Snake R,Snake R (East Fork),2000,143,143,0,0,7,0.06,0.12,0.37,0.51,0,340,2.38,2.38
Snake R,Snake R (East Fork),2001,402,402,0,0,59,0.15,0.12,0.37,0.51,0,166,0.41,0.41
Snake R,Snake R (East Fork),2002,891,891,0,0,112,0.13,0.12,0.37,0.51,0,175,0.2,0.2
Snake R,Snake R (East Fork),2003,679,679,0,0,61,0.09,0.12,0.37,0.51,0,NA,NA,NA
Snake R,Snake R (East Fork),2004,352,352,0,0,37,0.11,0.12,0.37,0.51,0,NA,NA,NA
Snake R,Snake R (East Fork),2005,198,198,0,0,14,0.08,0.12,0.37,0.51,0,NA,NA,NA
Snake R,Snake R (East Fork),2006,77,77,0,0,5,0.08,0.12,0.37,0.51,0,NA,NA,NA
Snake R,Snake R (East Fork),2007,216,216,0,0,18,0.09,0.12,0.37,0.51,0,NA,NA,NA
Snake R,Snake R (East Fork),2008,385,385,0,0,64,0.16,0.12,0.37,0.51,0,NA,NA,NA
Snake R,Snake River (Lower Mainstem),1980,27,27,0,0,0,0.03,0.16,0.47,0.37,0,165,6.11,6.11
Snake R,Snake River (Lower Mainstem),1981,162,162,0,0,9,0.07,0.16,0.47,0.37,0,178,1.1,1.1
Snake R,Snake River (Lower Mainstem),1982,84,84,0,0,6,0.09,0.16,0.47,0.37,0,274,3.26,3.26
Snake R,Snake River (Lower Mainstem),1983,239,239,0,0,20,0.09,0.16,0.47,0.37,0,340,1.42,1.42
Snake R,Snake River (Lower Mainstem),1984,121,121,0,0,11,0.1,0.16,0.47,0.37,0,274,2.26,2.26
Snake R,Snake River (Lower Mainstem),1985,158,158,0,0,9,0.07,0.16,0.47,0.37,0,167,1.06,1.06
Snake R,Snake River (Lower Mainstem),1986,200,200,0,0,14,0.08,0.16,0.47,0.37,0,129,0.65,0.65
Snake R,Snake River (Lower Mainstem),1987,372,372,0,0,27,0.08,0.16,0.47,0.37,0,104,0.28,0.28
Snake R,Snake River (Lower Mainstem),1988,285,285,0,0,37,0.14,0.16,0.47,0.37,0,83,0.29,0.29
Snake R,Snake River (Lower Mainstem),1989,148,148,0,0,13,0.1,0.16,0.47,0.37,0,60,0.41,0.41
Snake R,Snake River (Lower Mainstem),1990,98,98,0,0,11,0.12,0.16,0.47,0.37,0,28,0.29,0.29
Snake R,Snake River (Lower Mainstem),1991,131,131,0,0,12,0.1,0.16,0.47,0.37,0,24,0.18,0.18
Snake R,Snake River (Lower Mainstem),1992,50,50,0,0,3,0.08,0.16,0.47,0.37,0,59,1.18,1.18
Snake R,Snake River (Lower Mainstem),1993,92,92,0,0,5,0.07,0.16,0.47,0.37,0,76,0.83,0.83
Snake R,Snake River (Lower Mainstem),1994,17,17,0,0,1,0.1,0.16,0.47,0.37,0,61,3.59,3.59
Snake R,Snake River (Lower Mainstem),1995,11,11,0,0,0,0.05,0.16,0.47,0.37,0,90,8.18,8.18
Snake R,Snake River (Lower Mainstem),1996,44,44,0,0,1,0.05,0.16,0.47,0.37,0,180,4.09,4.09
Snake R,Snake River (Lower Mainstem),1997,92,92,0,0,6,0.07,0.16,0.47,0.37,0,335,3.64,3.64
Snake R,Snake River (Lower Mainstem),1998,59,59,0,0,3,0.06,0.16,0.47,0.37,0,368,6.24,6.24
Snake R,Snake River (Lower Mainstem),1999,44,44,0,0,1,0.04,0.16,0.47,0.37,0,284,6.45,6.45
Snake R,Snake River (Lower Mainstem),2000,154,154,0,0,7,0.06,0.16,0.47,0.37,0,193,1.25,1.25
Snake R,Snake River (Lower Mainstem),2001,231,231,0,0,33,0.15,0.16,0.47,0.37,0,129,0.56,0.56
Snake R,Snake River (Lower Mainstem),2002,449,449,0,0,54,0.13,0.16,0.47,0.37,0,105,0.23,0.23
Snake R,Snake River (Lower Mainstem),2003,223,223,0,0,19,0.09,0.16,0.47,0.37,0,NA,NA,NA
Snake R,Snake River (Lower Mainstem),2004,221,221,0,0,22,0.11,0.16,0.47,0.37,0,NA,NA,NA
Snake R,Snake River (Lower Mainstem),2005,102,102,0,0,7,0.08,0.16,0.47,0.37,0,NA,NA,NA
Snake R,Snake River (Lower Mainstem),2006,100,100,0,0,7,0.08,0.16,0.47,0.37,0,NA,NA,NA
Snake R,Snake River (Lower Mainstem),2007,94,94,0,0,7,0.09,0.16,0.47,0.37,0,NA,NA,NA
Snake R,Snake River (Lower Mainstem),2008,110,110,0,0,17,0.16,0.16,0.47,0.37,0,NA,NA,NA
Snake R,Snake River (Upper Mainstem),1962,2349,2349,0,0,4687,0.69,0.12,0.49,0.4,0,3014,1.28,1.28
Snake R,Snake River (Upper Mainstem),1963,2166,2166,0,0,4673,0.71,0.12,0.49,0.4,0,3846,1.78,1.78
Snake R,Snake River (Upper Mainstem),1964,2047,2047,0,0,2938,0.62,0.12,0.49,0.4,0,3762,1.84,1.84
Snake R,Snake River (Upper Mainstem),1965,2179,2179,0,0,3454,0.64,0.12,0.49,0.4,0,2777,1.27,1.27
Snake R,Snake River (Upper Mainstem),1966,1109,1109,0,0,938,0.49,0.12,0.49,0.4,0,2439,2.2,2.2
Snake R,Snake River (Upper Mainstem),1967,1491,1491,0,0,1849,0.58,0.12,0.49,0.4,0,3970,2.66,2.66
Snake R,Snake River (Upper Mainstem),1968,2660,2660,0,0,2251,0.49,0.12,0.49,0.4,0,5277,1.98,1.98
Snake R,Snake River (Upper Mainstem),1969,1349,1349,0,0,1040,0.47,0.12,0.49,0.4,0,3765,2.79,2.79
Snake R,Snake River (Upper Mainstem),1970,1370,1370,0,0,1175,0.49,0.12,0.49,0.4,0,1884,1.38,1.38
Snake R,Snake River (Upper Mainstem),1971,1459,1459,0,0,806,0.39,0.12,0.49,0.4,0,1262,0.86,0.86
Snake R,Snake River (Upper Mainstem),1972,3085,3085,0,0,3302,0.55,0.12,0.49,0.4,0,1758,0.57,0.57
Snake R,Snake River (Upper Mainstem),1973,1979,1979,0,0,2710,0.61,0.12,0.49,0.4,0,3106,1.57,1.57
Snake R,Snake River (Upper Mainstem),1974,1090,1090,0,0,664,0.41,0.12,0.49,0.4,0,2663,2.44,2.44
Snake R,Snake River (Upper Mainstem),1975,1153,1153,0,0,2,0,0.12,0.49,0.4,0,908,0.79,0.79
Snake R,Snake River (Upper Mainstem),1976,1210,1210,0,0,5,0.01,0.12,0.49,0.4,0,495,0.41,0.41
Snake R,Snake River (Upper Mainstem),1977,1723,1723,0,0,838,0.36,0.12,0.49,0.4,0,533,0.31,0.31
Snake R,Snake River (Upper Mainstem),1978,3554,3554,0,0,710,0.18,0.12,0.49,0.4,0,386,0.11,0.11
Snake R,Snake River (Upper Mainstem),1979,641,641,0,0,25,0.04,0.12,0.49,0.4,0,510,0.8,0.8
Snake R,Snake River (Upper Mainstem),1980,172,172,0,0,4,0.03,0.12,0.49,0.4,0,154,0.9,0.9
Snake R,Snake River (Upper Mainstem),1981,476,476,0,300,48,0.07,0.12,0.49,0.4,0,1188,2.5,2.5
Snake R,Snake River (Upper Mainstem),1982,88,88,0,164,20,0.09,0.12,0.49,0.4,0,1205,13.69,13.69
Snake R,Snake River (Upper Mainstem),1983,99,99,0,256,31,0.09,0.12,0.49,0.4,0,1961,19.81,19.81
Snake R,Snake River (Upper Mainstem),1984,185,180,5,196,36,0.1,0.17,0.13,0.7,0,256,1.38,1.42
Snake R,Snake River (Upper Mainstem),1985,563,360,203,664,65,0.07,0.15,0.8,0.05,0,356,0.63,0.99
Snake R,Snake River (Upper Mainstem),1986,788,476,312,286,61,0.08,0.05,0.65,0.3,0,1639,2.08,3.44
Snake R,Snake River (Upper Mainstem),1987,455,377,78,563,75,0.08,0.03,0.47,0.5,0,287,0.63,0.76
Snake R,Snake River (Upper Mainstem),1988,497,487,10,901,198,0.14,0.05,0.04,0.91,0,519,1.04,1.07
Snake R,Snake River (Upper Mainstem),1989,423,393,30,365,57,0.1,0.5,0.3,0.2,0,70,0.17,0.18
Snake R,Snake River (Upper Mainstem),1990,501,358,143,599,121,0.12,0.04,0.93,0.03,0,77,0.15,0.22
Snake R,Snake River (Upper Mainstem),1991,170,129,41,265,39,0.1,0.1,0.37,0.53,0,31,0.18,0.24
Snake R,Snake River (Upper Mainstem),1992,120,74,46,142,17,0.08,0.04,0.6,0.36,0,154,1.28,2.08
Snake R,Snake River (Upper Mainstem),1993,374,269,105,96,26,0.07,0.05,0.09,0.86,0,174,0.47,0.65
Snake R,Snake River (Upper Mainstem),1994,69,67,2,13,7,0.1,0.06,0.64,0.3,0,74,1.07,1.1
Snake R,Snake River (Upper Mainstem),1995,18,16,2,1,0,0.05,0.47,0.37,0.16,0,137,7.61,8.56
Snake R,Snake River (Upper Mainstem),1996,68,64,4,34,4,0.05,0.05,0.75,0.2,0,560,8.24,8.75
Snake R,Snake River (Upper Mainstem),1997,89,84,5,62,10,0.07,0.06,0.5,0.45,0,971,10.91,11.56
Snake R,Snake River (Upper Mainstem),1998,83,75,8,44,6,0.06,0.02,0.24,0.73,0,862,10.39,11.49
Snake R,Snake River (Upper Mainstem),1999,115,72,43,42,4,0.04,0.16,0.54,0.3,0,189,1.64,2.63
Snake R,Snake River (Upper Mainstem),2000,473,434,39,52,24,0.06,0.17,0.69,0.14,0,505,1.07,1.16
